MSA,29-0000,33-0000,13-0000,47-0000,35-0000,39-0000,25-0000,17-0000,21-0000,45-0000,51-0000,43-0000,37-0000,31-0000,19-0000,15-0000,49-0000,27-0000,11-0000,23-0000,41-0000,53-0000
44060,252887.99999999997,21780.0,89964.0,96455.0,135265.0,111012.0,108376.0,7317.000000000001,49350.0,-2006.0000000000002,-38750.0,75040.0,49352.0,175950.0,10878.0,55020.0,55040.0,13775.999999999998,52910.0,6120.0,125000.0,71520.0
24580,160392.0,15750.0,71820.0,66963.0,92690.0,83688.0,70528.0,7506.000000000001,21525.0,-1062.0,-57412.0,54660.0,26040.0,90160.0,7548.0,58950.0,44352.0,9676.0,41910.0,2448.0,83950.0,66480.0
72850,82000.0,5670.0,26292.0,27169.0,42705.0,48180.0,43396.0,4401.0,13545.0,-590.0,-15376.0,26720.0,17422.0,48530.0,3256.0,22401.0,19456.0,4428.0,25300.0,1886.9999999999998,50550.0,19152.0
0400001,74128.0,24480.0,25620.0,52015.0,56485.0,35508.0,57988.0,2511.0,17535.0,-5074.0,-9920.0,27460.0,19096.0,45540.0,9916.0,12838.0,37120.0,2091.0,24640.0,2142.0,44550.0,29232.0
75550,79376.0,5985.0,13860.0,25553.0,41665.0,33528.0,33972.0,1539.0,30765.0,-0.0,-19902.0,16740.0,9548.0,56580.0,2886.0,7336.0,13440.0,1967.9999999999998,16665.0,1326.0,32950.0,19968.0
19660,222383.99999999997,18585.0,56028.0,97768.0,165035.0,70752.0,84588.0,5157.0,24675.0,-2419.0,-28613.0,61380.0,57598.0,169740.0,3626.0,32226.0,48448.0,5985.999999999999,27280.0,7343.999999999999,133550.0,36048.0
46520,404587.99999999994,68940.0,186396.0,251288.0,350220.0,183612.0,256880.0,22167.0,79170.0,-1652.0,-36301.0,133440.0,132308.0,326830.0,37296.0,106634.0,110144.0,30503.999999999996,153505.0,18105.0,218400.0,148128.0
2900002,114143.99999999999,13410.0,23520.0,37875.0,61360.0,41052.0,71060.0,2349.0,18900.0,-2183.0,-39556.0,33680.0,20274.0,91310.0,3182.0,11266.0,35008.0,3484.9999999999995,24420.0,1632.0,57300.0,38976.0
27260,705527.9999999999,77220.0,350364.0,287850.0,422630.0,220968.0,233700.0,21681.0,69825.0,-2596.0,-75981.0,237660.0,126542.0,407790.0,19684.0,227678.0,185984.0,27838.999999999996,121440.0,24786.0,372300.0,232272.0
2400001,49363.99999999999,2970.0,13692.0,20200.0,31135.0,22836.0,21432.0,1080.0,9240.0,-1534.0,-11222.0,15880.0,10230.0,39100.0,3034.0,9694.0,13888.0,1598.9999999999998,12925.0,1886.9999999999998,22550.0,15168.0
33140,35096.0,8415.0,9072.0,16665.0,30680.0,12540.0,17556.0,1134.0,6195.0,,-15810.0,11000.0,8184.0,22080.0,518.0,3144.0,10752.0,1025.0,9295.0,561.0,22700.0,14784.0
44220,53135.99999999999,2790.0,15624.0,9999.0,34255.0,17820.0,23864.0,1026.0,8820.0,,-17329.0,14900.0,8556.0,47840.0,0.0,6681.0,13568.0,983.9999999999999,9790.0,816.0,21000.0,22848.0
24660,299792.0,36270.0,130536.0,117867.0,199550.0,119460.0,141360.0,12933.0,31290.0,-1062.0,-130665.0,118400.0,70556.0,263580.0,14578.0,85805.0,103168.0,12381.999999999998,80190.0,6018.0,178600.0,161760.0
3700002,89051.99999999999,16740.0,17640.0,29391.0,72085.0,27984.0,53276.0,1485.0,13755.0,-5664.0,-19716.0,28160.0,26598.0,102580.0,3478.0,9432.0,37504.0,1885.9999999999998,14740.0,1937.9999999999998,53650.0,37344.0
20020,85115.99999999999,6210.0,9660.0,19493.0,33540.0,17820.0,25460.0,1485.0,4305.0,-2891.0,-12772.0,17720.0,8990.0,48070.0,1332.0,4323.0,17344.0,1762.9999999999998,9955.0,1071.0,40050.0,22272.0
4700003,125459.99999999999,7425.0,16464.0,36057.0,61815.0,47388.0,57000.0,4995.0,13335.0,-2419.0,-50995.0,30020.0,17422.0,71530.0,2960.0,10349.0,33856.0,2869.9999999999995,26070.0,1326.0,49850.0,38736.0
5500003,154160.0,26145.0,47628.0,73932.0,132665.0,99396.0,98344.0,8829.0,22365.0,-5015.0,-103974.0,55520.0,42160.0,117760.0,8510.0,24104.0,60288.0,7789.999999999999,44825.0,2601.0,99450.0,81984.0
1700002,189747.99999999997,30015.0,43008.0,55651.0,102050.0,50688.0,88160.0,4752.0,30450.0,-3835.0000000000005,-48329.0,56400.0,31992.0,138920.0,4662.0,23580.0,47936.0,5452.999999999999,59070.0,2652.0,88750.0,62784.0
49020,65764.0,4185.0,20580.0,22422.0,33085.0,25344.0,28880.0,1404.0,8820.0,-236.0,-13454.0,18100.0,12276.0,42780.0,1998.0,9956.0,16704.0,1148.0,10670.0,1173.0,32000.0,24480.0
19500,57399.99999999999,4455.0,11088.0,21412.0,31200.0,14520.0,20064.0,2403.0,6930.0,-354.0,-19468.0,12520.0,8122.0,35420.0,0.0,5109.0,16448.0,1680.9999999999998,15345.0,866.9999999999999,20800.0,21456.0
40980,116275.99999999999,5985.0,26796.0,27371.0,54795.0,28116.0,28804.0,4104.0,12495.0,,-28675.0,26060.0,21700.0,85560.0,1332.0,12445.0,25600.0,2091.0,18975.0,1377.0,53200.0,23136.0
10580,465923.99999999994,42705.0,218652.0,167357.0,230945.0,184668.0,266152.0,29133.000000000004,104055.0,-1357.0,-53537.0,151840.0,94674.0,311650.0,49654.0,203181.0,102912.0,21934.999999999996,126720.0,27335.999999999996,197150.0,110832.0
3100002,121359.99999999999,6480.0,21672.0,55449.0,63440.0,33528.0,60268.0,2349.0,17010.0,-5664.0,-32643.0,33700.0,23808.0,75900.0,6808.0,11790.0,32768.0,4141.0,20845.0,2142.0,59100.0,39792.0
